餐厅名称,餐厅图片,菜品类型,推荐菜品,餐厅地址,经度,纬度,附近交通,餐厅电话,开放时间,必吃指数,人均消费,排队情况,附近景点
田子坊创意园,,创意餐饮综合体,艺术美食,上海市黄浦区泰康路210弄,121.4689,31.2088,地铁8号线打浦桥站,,10:00-22:00（商铺另行）,4,50,"游客聚集地,全天人满为患",田子坊
田子坊创意园,,创意餐饮综合体,餐厅,上海市黄浦区泰康路210弄,121.4689,31.2088,地铁8号线打浦桥站,,10:00-22:00（商铺另行）,4,50,"游客聚集地,全天人满为患",田子坊
田子坊创意园,,创意餐饮综合体,饮品,上海市黄浦区泰康路210弄,121.4689,31.2088,地铁8号线打浦桥站,,10:00-22:00（商铺另行）,4,50,"游客聚集地,全天人满为患",田子坊
田子坊美食街,,多样美食街,冰淇淋,上海市黄浦区泰康路264号,121.4685,31.2076,地铁8号线打浦桥站,,10:00-22:00,4,50,"旅游热点,人流量大",田子坊
田子坊美食街,,多样美食街,咖啡,上海市黄浦区泰康路264号,121.4685,31.2076,地铁8号线打浦桥站,,10:00-22:00,4,50,"旅游热点,人流量大",田子坊
田子坊美食街,,多样美食街,国际菜肴,上海市黄浦区泰康路264号,121.4685,31.2076,地铁8号线打浦桥站,,10:00-22:00,4,50,"旅游热点,人流量大",田子坊
田子坊美食街,,多样美食街,工坊美食,上海市黄浦区泰康路264号,121.4685,31.2076,地铁8号线打浦桥站,,10:00-22:00,4,50,"旅游热点,人流量大",田子坊
田子坊美食街,,多样美食街,工艺品,上海市黄浦区泰康路264号,121.4685,31.2076,地铁8号线打浦桥站,,10:00-22:00,4,50,"旅游热点,人流量大",田子坊
田子坊美食街,,多样美食街,文创餐饮,上海市黄浦区泰康路264号,121.4685,31.2076,地铁8号线打浦桥站,,10:00-22:00,4,50,"旅游热点,人流量大",田子坊
田子坊美食街,,多样美食街,特色小吃,上海市黄浦区泰康路264号,121.4685,31.2076,地铁8号线打浦桥站,,10:00-22:00,4,50,"旅游热点,人流量大",田子坊
田子坊美食街,,多样美食街,甜点,上海市黄浦区泰康路264号,121.4685,31.2076,地铁8号线打浦桥站,,10:00-22:00,4,50,"旅游热点,人流量大",田子坊
田子坊美食街,,多样美食街,艺术餐厅,上海市黄浦区泰康路264号,121.4685,31.2076,地铁8号线打浦桥站,,10:00-22:00,4,50,"旅游热点,人流量大",田子坊
田子坊美食街,,多样美食街,茶饮,上海市黄浦区泰康路264号,121.4685,31.2076,地铁8号线打浦桥站,,10:00-22:00,4,50,"旅游热点,人流量大",田子坊
Guiyang Xiaoxiao Restaurant,,贵州菜,糖水,上海市黄浦区泰康路248弄田子坊内,121.4675,31.2102,地铁9号线打浦桥站,021-64732288,11:00-22:00,3,80,低,田子坊
Guiyang Xiaoxiao Restaurant,,贵州菜,臭豆腐,上海市黄浦区泰康路248弄田子坊内,121.4675,31.2102,地铁9号线打浦桥站,021-64732288,11:00-22:00,3,80,低,田子坊
Guiyang Xiaoxiao Restaurant,,贵州菜,貴陽小吃,上海市黄浦区泰康路248弄田子坊内,121.4675,31.2102,地铁9号线打浦桥站,021-64732288,11:00-22:00,3,80,低,田子坊
Guiyang Xiaoxiao Restaurant,,贵州菜,辣子雞,上海市黄浦区泰康路248弄田子坊内,121.4675,31.2102,地铁9号线打浦桥站,021-64732288,11:00-22:00,3,80,低,田子坊
Guiyang Xiaoxiao Restaurant,,贵州菜,酸湯魚,上海市黄浦区泰康路248弄田子坊内,121.4675,31.2102,地铁9号线打浦桥站,021-64732288,11:00-22:00,3,80,低,田子坊
Guiyang Xiaoxiao Restaurant,,贵州菜,黃粑,上海市黄浦区泰康路248弄田子坊内,121.4675,31.2102,地铁9号线打浦桥站,021-64732288,11:00-22:00,3,80,低,田子坊
Tai Thai泰国餐厅,,泰国菜,冬阴功,上海市卢湾区泰康路248号,121.4686,31.2081,地铁8号线打浦桥站,,11:00-21:00,3,70,中等人流,田子坊
Tai Thai泰国餐厅,,泰国菜,帕帕亚沙拉,上海市卢湾区泰康路248号,121.4686,31.2081,地铁8号线打浦桥站,,11:00-21:00,3,70,中等人流,田子坊
Tai Thai泰国餐厅,,泰国菜,沙嗲烤肉,上海市卢湾区泰康路248号,121.4686,31.2081,地铁8号线打浦桥站,,11:00-21:00,3,70,中等人流,田子坊
Tai Thai泰国餐厅,,泰国菜,泰式炒粿条,上海市卢湾区泰康路248号,121.4686,31.2081,地铁8号线打浦桥站,,11:00-21:00,3,70,中等人流,田子坊
Tai Thai泰国餐厅,,泰国菜,清汤,上海市卢湾区泰康路248号,121.4686,31.2081,地铁8号线打浦桥站,,11:00-21:00,3,70,中等人流,田子坊
Tai Thai泰国餐厅,,泰国菜,甜点,上海市卢湾区泰康路248号,121.4686,31.2081,地铁8号线打浦桥站,,11:00-21:00,3,70,中等人流,田子坊
Tai Thai泰国餐厅,,泰国菜,红咖喱,上海市卢湾区泰康路248号,121.4686,31.2081,地铁8号线打浦桥站,,11:00-21:00,3,70,中等人流,田子坊
Tai Thai泰国餐厅,,泰国菜,绿咖喱,上海市卢湾区泰康路248号,121.4686,31.2081,地铁8号线打浦桥站,,11:00-21:00,3,70,中等人流,田子坊
Tai Thai泰国餐厅,,泰国菜,芒果糯米饭,上海市卢湾区泰康路248号,121.4686,31.2081,地铁8号线打浦桥站,,11:00-21:00,3,70,中等人流,田子坊
Tai Thai泰国餐厅,,泰国菜,虾饼,上海市卢湾区泰康路248号,121.4686,31.2081,地铁8号线打浦桥站,,11:00-21:00,3,70,中等人流,田子坊
Tianzifang Prince Dianxia,,文创餐厅,创意菜肴,上海市黄浦区泰康路248弄10号,121.4685,31.2078,地铁8号线打浦桥站,,10:00-22:00,3,60,游客热点,田子坊
Tianzifang Prince Dianxia,,文创餐厅,小食,上海市黄浦区泰康路248弄10号,121.4685,31.2078,地铁8号线打浦桥站,,10:00-22:00,3,60,游客热点,田子坊
Tianzifang Prince Dianxia,,文创餐厅,工坊体验,上海市黄浦区泰康路248弄10号,121.4685,31.2078,地铁8号线打浦桥站,,10:00-22:00,3,60,游客热点,田子坊
Tianzifang Prince Dianxia,,文创餐厅,文创美食,上海市黄浦区泰康路248弄10号,121.4685,31.2078,地铁8号线打浦桥站,,10:00-22:00,3,60,游客热点,田子坊
Tianzifang Prince Dianxia,,文创餐厅,点心,上海市黄浦区泰康路248弄10号,121.4685,31.2078,地铁8号线打浦桥站,,10:00-22:00,3,60,游客热点,田子坊
Tianzifang Prince Dianxia,,文创餐厅,特色菜,上海市黄浦区泰康路248弄10号,121.4685,31.2078,地铁8号线打浦桥站,,10:00-22:00,3,60,游客热点,田子坊
Tianzifang Prince Dianxia,,文创餐厅,甜点,上海市黄浦区泰康路248弄10号,121.4685,31.2078,地铁8号线打浦桥站,,10:00-22:00,3,60,游客热点,田子坊
Tianzifang Prince Dianxia,,文创餐厅,艺术料理,上海市黄浦区泰康路248弄10号,121.4685,31.2078,地铁8号线打浦桥站,,10:00-22:00,3,60,游客热点,田子坊
Tianzifang Prince Dianxia,,文创餐厅,轻食,上海市黄浦区泰康路248弄10号,121.4685,31.2078,地铁8号线打浦桥站,,10:00-22:00,3,60,游客热点,田子坊
Tianzifang Prince Dianxia,,文创餐厅,饮品,上海市黄浦区泰康路248弄10号,121.4685,31.2078,地铁8号线打浦桥站,,10:00-22:00,3,60,游客热点,田子坊
Tai Thai(泰式料理),,泰式料理,冬陰功湯,上海市黄浦区泰康路210弄田子坊内,121.4678,31.2105,地铁9号线打浦桥站,021-64731177,11:00-22:00,2,100,低,田子坊
Tai Thai(泰式料理),,泰式料理,月亮蝦餅,上海市黄浦区泰康路210弄田子坊内,121.4678,31.2105,地铁9号线打浦桥站,021-64731177,11:00-22:00,2,100,低,田子坊
Tai Thai(泰式料理),,泰式料理,泰式咖喱,上海市黄浦区泰康路210弄田子坊内,121.4678,31.2105,地铁9号线打浦桥站,021-64731177,11:00-22:00,2,100,低,田子坊
Tai Thai(泰式料理),,泰式料理,涼拌菜,上海市黄浦区泰康路210弄田子坊内,121.4678,31.2105,地铁9号线打浦桥站,021-64731177,11:00-22:00,2,100,低,田子坊
Tai Thai(泰式料理),,泰式料理,湯類,上海市黄浦区泰康路210弄田子坊内,121.4678,31.2105,地铁9号线打浦桥站,021-64731177,11:00-22:00,2,100,低,田子坊
Tai Thai(泰式料理),,泰式料理,炒麵,上海市黄浦区泰康路210弄田子坊内,121.4678,31.2105,地铁9号线打浦桥站,021-64731177,11:00-22:00,2,100,低,田子坊
Tai Thai(泰式料理),,泰式料理,青木瓜沙拉,上海市黄浦区泰康路210弄田子坊内,121.4678,31.2105,地铁9号线打浦桥站,021-64731177,11:00-22:00,2,100,低,田子坊
Teddy Bear Family,,亲子主题餐厅,儿童套餐,上海市卢湾区泰康路248弄23-2号,121.4687,31.2082,地铁8号线打浦桥站,,10:00-21:00,2,70,周末人流量大,田子坊
Teddy Bear Family,,亲子主题餐厅,创意菜肴,上海市卢湾区泰康路248弄23-2号,121.4687,31.2082,地铁8号线打浦桥站,,10:00-21:00,2,70,周末人流量大,田子坊
Teddy Bear Family,,亲子主题餐厅,家庭套餐,上海市卢湾区泰康路248弄23-2号,121.4687,31.2082,地铁8号线打浦桥站,,10:00-21:00,2,70,周末人流量大,田子坊
Teddy Bear Family,,亲子主题餐厅,意大利面,上海市卢湾区泰康路248弄23-2号,121.4687,31.2082,地铁8号线打浦桥站,,10:00-21:00,2,70,周末人流量大,田子坊
Teddy Bear Family,,亲子主题餐厅,披萨,上海市卢湾区泰康路248弄23-2号,121.4687,31.2082,地铁8号线打浦桥站,,10:00-21:00,2,70,周末人流量大,田子坊
Teddy Bear Family,,亲子主题餐厅,汉堡,上海市卢湾区泰康路248弄23-2号,121.4687,31.2082,地铁8号线打浦桥站,,10:00-21:00,2,70,周末人流量大,田子坊
Teddy Bear Family,,亲子主题餐厅,沙拉,上海市卢湾区泰康路248弄23-2号,121.4687,31.2082,地铁8号线打浦桥站,,10:00-21:00,2,70,周末人流量大,田子坊
Teddy Bear Family,,亲子主题餐厅,甜点,上海市卢湾区泰康路248弄23-2号,121.4687,31.2082,地铁8号线打浦桥站,,10:00-21:00,2,70,周末人流量大,田子坊
Teddy Bear Family,,亲子主题餐厅,轻食,上海市卢湾区泰康路248弄23-2号,121.4687,31.2082,地铁8号线打浦桥站,,10:00-21:00,2,70,周末人流量大,田子坊
Teddy Bear Family,,亲子主题餐厅,饮品,上海市卢湾区泰康路248弄23-2号,121.4687,31.2082,地铁8号线打浦桥站,,10:00-21:00,2,70,周末人流量大,田子坊
Wuyue Home Taikang,,家菜餐厅,家常菜,上海市卢湾区泰康路7号,121.4712,31.2081,地铁8号线打浦桥站,,11:00-21:00,2,50,中等人流,田子坊
Wuyue Home Taikang,,家菜餐厅,川菜,上海市卢湾区泰康路7号,121.4712,31.2081,地铁8号线打浦桥站,,11:00-21:00,2,50,中等人流,田子坊
Wuyue Home Taikang,,家菜餐厅,时令菜肴,上海市卢湾区泰康路7号,121.4712,31.2081,地铁8号线打浦桥站,,11:00-21:00,2,50,中等人流,田子坊
Wuyue Home Taikang,,家菜餐厅,汤品,上海市卢湾区泰康路7号,121.4712,31.2081,地铁8号线打浦桥站,,11:00-21:00,2,50,中等人流,田子坊
Wuyue Home Taikang,,家菜餐厅,特色小食,上海市卢湾区泰康路7号,121.4712,31.2081,地铁8号线打浦桥站,,11:00-21:00,2,50,中等人流,田子坊
Wuyue Home Taikang,,家菜餐厅,米饭,上海市卢湾区泰康路7号,121.4712,31.2081,地铁8号线打浦桥站,,11:00-21:00,2,50,中等人流,田子坊
Wuyue Home Taikang,,家菜餐厅,粤菜,上海市卢湾区泰康路7号,121.4712,31.2081,地铁8号线打浦桥站,,11:00-21:00,2,50,中等人流,田子坊
Wuyue Home Taikang,,家菜餐厅,肉类,上海市卢湾区泰康路7号,121.4712,31.2081,地铁8号线打浦桥站,,11:00-21:00,2,50,中等人流,田子坊
Wuyue Home Taikang,,家菜餐厅,蔬菜,上海市卢湾区泰康路7号,121.4712,31.2081,地铁8号线打浦桥站,,11:00-21:00,2,50,中等人流,田子坊
Wuyue Home Taikang,,家菜餐厅,面食,上海市卢湾区泰康路7号,121.4712,31.2081,地铁8号线打浦桥站,,11:00-21:00,2,50,中等人流,田子坊
Lapis Thai泰式餐厅,,泰国菜,春卷,上海市黄浦区泰康路248弄14号,121.4688,31.208,地铁8号线打浦桥站,,11:00-21:00,1,60,淡季较空闲,田子坊
Lapis Thai泰式餐厅,,泰国菜,沙拉,上海市黄浦区泰康路248弄14号,121.4688,31.208,地铁8号线打浦桥站,,11:00-21:00,1,60,淡季较空闲,田子坊
Lapis Thai泰式餐厅,,泰国菜,泰式冬阴功汤,上海市黄浦区泰康路248弄14号,121.4688,31.208,地铁8号线打浦桥站,,11:00-21:00,1,60,淡季较空闲,田子坊
Lapis Thai泰式餐厅,,泰国菜,泰式饮品,上海市黄浦区泰康路248弄14号,121.4688,31.208,地铁8号线打浦桥站,,11:00-21:00,1,60,淡季较空闲,田子坊
Lapis Thai泰式餐厅,,泰国菜,炒面,上海市黄浦区泰康路248弄14号,121.4688,31.208,地铁8号线打浦桥站,,11:00-21:00,1,60,淡季较空闲,田子坊
Lapis Thai泰式餐厅,,泰国菜,烤肉串,上海市黄浦区泰康路248弄14号,121.4688,31.208,地铁8号线打浦桥站,,11:00-21:00,1,60,淡季较空闲,田子坊
Lapis Thai泰式餐厅,,泰国菜,甜点,上海市黄浦区泰康路248弄14号,121.4688,31.208,地铁8号线打浦桥站,,11:00-21:00,1,60,淡季较空闲,田子坊
Lapis Thai泰式餐厅,,泰国菜,红咖喱,上海市黄浦区泰康路248弄14号,121.4688,31.208,地铁8号线打浦桥站,,11:00-21:00,1,60,淡季较空闲,田子坊
Lapis Thai泰式餐厅,,泰国菜,菠萝炒饭,上海市黄浦区泰康路248弄14号,121.4688,31.208,地铁8号线打浦桥站,,11:00-21:00,1,60,淡季较空闲,田子坊
Lapis Thai泰式餐厅,,泰国菜,青咖喱,上海市黄浦区泰康路248弄14号,121.4688,31.208,地铁8号线打浦桥站,,11:00-21:00,1,60,淡季较空闲,田子坊
南翔馄饨馆豫园店,,上海小吃,南翔小笼包,上海市豫园路99号，黄浦区,121.4895,31.2265,地铁10号线豫园站,021 6320 5588,09:00-21:00,5,40,"高排队,需排队30-60分钟",豫园
南翔馄饨馆豫园店,,上海小吃,大馄饨,上海市豫园路99号，黄浦区,121.4895,31.2265,地铁10号线豫园站,021 6320 5588,09:00-21:00,5,40,"高排队,需排队30-60分钟",豫园
南翔馄饨馆豫园店,,上海小吃,春卷,上海市豫园路99号，黄浦区,121.4895,31.2265,地铁10号线豫园站,021 6320 5588,09:00-21:00,5,40,"高排队,需排队30-60分钟",豫园
南翔馄饨馆豫园店,,上海小吃,榨菜肉丝面,上海市豫园路99号，黄浦区,121.4895,31.2265,地铁10号线豫园站,021 6320 5588,09:00-21:00,5,40,"高排队,需排队30-60分钟",豫园
南翔馄饨馆豫园店,,上海小吃,生煎包,上海市豫园路99号，黄浦区,121.4895,31.2265,地铁10号线豫园站,021 6320 5588,09:00-21:00,5,40,"高排队,需排队30-60分钟",豫园
南翔馄饨馆豫园店,,上海小吃,蒸饺,上海市豫园路99号，黄浦区,121.4895,31.2265,地铁10号线豫园站,021 6320 5588,09:00-21:00,5,40,"高排队,需排队30-60分钟",豫园
南翔馄饨馆豫园店,,上海小吃,豆浆油条,上海市豫园路99号，黄浦区,121.4895,31.2265,地铁10号线豫园站,021 6320 5588,09:00-21:00,5,40,"高排队,需排队30-60分钟",豫园
南翔馄饨馆豫园店,,上海小吃,馄饨汤,上海市豫园路99号，黄浦区,121.4895,31.2265,地铁10号线豫园站,021 6320 5588,09:00-21:00,5,40,"高排队,需排队30-60分钟",豫园
南翔馄饨馆豫园店,,上海小吃,馄饨面,上海市豫园路99号，黄浦区,121.4895,31.2265,地铁10号线豫园站,021 6320 5588,09:00-21:00,5,40,"高排队,需排队30-60分钟",豫园
南翔馄饨馆豫园店,,上海小吃,黄鱼面,上海市豫园路99号，黄浦区,121.4895,31.2265,地铁10号线豫园站,021 6320 5588,09:00-21:00,5,40,"高排队,需排队30-60分钟",豫园
容</餐厅,,上海海派菜,鲜活海鲜；馄饨汤；红烧肉；腌笃鲜；蟹粉豆腐；八宝鸭；血鸭；春笋炒肉；河鲜；腊味拼盘,上海市黄浦区泰昌路128号,121.4756,31.2219,地铁2号线陆家嘴站,021 6206 6177,"10:30-14:00,16:30-21:00",5,150,"常需排队2小时以上,非常受欢迎",豫园
沈大成豫园店,,上海糕点/点心,咸鸭蛋,上海市豫园路168号，黄浦区,121.4873,31.2272,地铁10号线豫园站,021 5383 2020,08:00-20:30,5,50,"中等排队,购买伴手礼排队",豫园
沈大成豫园店,,上海糕点/点心,汤面,上海市豫园路168号，黄浦区,121.4873,31.2272,地铁10号线豫园站,021 5383 2020,08:00-20:30,5,50,"中等排队,购买伴手礼排队",豫园
沈大成豫园店,,上海糕点/点心,油条豆浆,上海市豫园路168号，黄浦区,121.4873,31.2272,地铁10号线豫园站,021 5383 2020,08:00-20:30,5,50,"中等排队,购买伴手礼排队",豫园
沈大成豫园店,,上海糕点/点心,牛奶蛋糕,上海市豫园路168号，黄浦区,121.4873,31.2272,地铁10号线豫园站,021 5383 2020,08:00-20:30,5,50,"中等排队,购买伴手礼排队",豫园
沈大成豫园店,,上海糕点/点心,糕点,上海市豫园路168号，黄浦区,121.4873,31.2272,地铁10号线豫园站,021 5383 2020,08:00-20:30,5,50,"中等排队,购买伴手礼排队",豫园
沈大成豫园店,,上海糕点/点心,蛋黄酥,上海市豫园路168号，黄浦区,121.4873,31.2272,地铁10号线豫园站,021 5383 2020,08:00-20:30,5,50,"中等排队,购买伴手礼排队",豫园
沈大成豫园店,,上海糕点/点心,豆沙包,上海市豫园路168号，黄浦区,121.4873,31.2272,地铁10号线豫园站,021 5383 2020,08:00-20:30,5,50,"中等排队,购买伴手礼排队",豫园
沈大成豫园店,,上海糕点/点心,馄饨面,上海市豫园路168号，黄浦区,121.4873,31.2272,地铁10号线豫园站,021 5383 2020,08:00-20:30,5,50,"中等排队,购买伴手礼排队",豫园
沈大成豫园店,,上海糕点/点心,马蹄糕,上海市豫园路168号，黄浦区,121.4873,31.2272,地铁10号线豫园站,021 5383 2020,08:00-20:30,5,50,"中等排队,购买伴手礼排队",豫园
沈大成豫园店,,上海糕点/点心,鲜肉月饼,上海市豫园路168号，黄浦区,121.4873,31.2272,地铁10号线豫园站,021 5383 2020,08:00-20:30,5,50,"中等排队,购买伴手礼排队",豫园
豫中园老城隍庙特色小吃,,上海小吃,招牌面食,上海市万杭都路725号，曹家渡，静安区,121.4318,31.2273,地铁10号线豫园站,,周一至周日全天,5,30,未知,豫园
豫中园老城隍庙特色小吃,,上海小吃,汤面,上海市万杭都路725号，曹家渡，静安区,121.4318,31.2273,地铁10号线豫园站,,周一至周日全天,5,30,未知,豫园
豫中园老城隍庙特色小吃,,上海小吃,炸春卷,上海市万杭都路725号，曹家渡，静安区,121.4318,31.2273,地铁10号线豫园站,,周一至周日全天,5,30,未知,豫园
豫中园老城隍庙特色小吃,,上海小吃,特色小吃,上海市万杭都路725号，曹家渡，静安区,121.4318,31.2273,地铁10号线豫园站,,周一至周日全天,5,30,未知,豫园
豫中园老城隍庙特色小吃,,上海小吃,特色点心,上海市万杭都路725号，曹家渡，静安区,121.4318,31.2273,地铁10号线豫园站,,周一至周日全天,5,30,未知,豫园
豫中园老城隍庙特色小吃,,上海小吃,老字号小吃,上海市万杭都路725号，曹家渡，静安区,121.4318,31.2273,地铁10号线豫园站,,周一至周日全天,5,30,未知,豫园
豫中园老城隍庙特色小吃,,上海小吃,蒸饺,上海市万杭都路725号，曹家渡，静安区,121.4318,31.2273,地铁10号线豫园站,,周一至周日全天,5,30,未知,豫园
豫中园老城隍庙特色小吃,,上海小吃,阿拉斯加蟹肉,上海市万杭都路725号，曹家渡，静安区,121.4318,31.2273,地铁10号线豫园站,,周一至周日全天,5,30,未知,豫园
豫中园老城隍庙特色小吃,,上海小吃,馄饨,上海市万杭都路725号，曹家渡，静安区,121.4318,31.2273,地铁10号线豫园站,,周一至周日全天,5,30,未知,豫园
豫中园老城隍庙特色小吃,,上海小吃,馄饨汤,上海市万杭都路725号，曹家渡，静安区,121.4318,31.2273,地铁10号线豫园站,,周一至周日全天,5,30,未知,豫园
鲜得来馄饨馆,,上海小吃,咸鸭蛋,上海市福佑路275号，黄浦区,121.4898,31.2258,地铁10号线豫园站,021 6329 0900,09:00-20:00,5,30,"高排队,早/午餐高峰期排队长",豫园
鲜得来馄饨馆,,上海小吃,汤面,上海市福佑路275号，黄浦区,121.4898,31.2258,地铁10号线豫园站,021 6329 0900,09:00-20:00,5,30,"高排队,早/午餐高峰期排队长",豫园
鲜得来馄饨馆,,上海小吃,炸春卷,上海市福佑路275号，黄浦区,121.4898,31.2258,地铁10号线豫园站,021 6329 0900,09:00-20:00,5,30,"高排队,早/午餐高峰期排队长",豫园
鲜得来馄饨馆,,上海小吃,糖油饼,上海市福佑路275号，黄浦区,121.4898,31.2258,地铁10号线豫园站,021 6329 0900,09:00-20:00,5,30,"高排队,早/午餐高峰期排队长",豫园
鲜得来馄饨馆,,上海小吃,蒸饺,上海市福佑路275号，黄浦区,121.4898,31.2258,地铁10号线豫园站,021 6329 0900,09:00-20:00,5,30,"高排队,早/午餐高峰期排队长",豫园
鲜得来馄饨馆,,上海小吃,蛋饼,上海市福佑路275号，黄浦区,121.4898,31.2258,地铁10号线豫园站,021 6329 0900,09:00-20:00,5,30,"高排队,早/午餐高峰期排队长",豫园
鲜得来馄饨馆,,上海小吃,豆浆油条,上海市福佑路275号，黄浦区,121.4898,31.2258,地铁10号线豫园站,021 6329 0900,09:00-20:00,5,30,"高排队,早/午餐高峰期排队长",豫园
鲜得来馄饨馆,,上海小吃,馄饨汤,上海市福佑路275号，黄浦区,121.4898,31.2258,地铁10号线豫园站,021 6329 0900,09:00-20:00,5,30,"高排队,早/午餐高峰期排队长",豫园
鲜得来馄饨馆,,上海小吃,馄饨面,上海市福佑路275号，黄浦区,121.4898,31.2258,地铁10号线豫园站,021 6329 0900,09:00-20:00,5,30,"高排队,早/午餐高峰期排队长",豫园
鲜得来馄饨馆,,上海小吃,鲜肉馄饨,上海市福佑路275号，黄浦区,121.4898,31.2258,地铁10号线豫园站,021 6329 0900,09:00-20:00,5,30,"高排队,早/午餐高峰期排队长",豫园
Lailai小笼包,,上海小吃,小笼包,上海市黄浦区天津路504号,121.4773,31.2362,地铁1/2/8号线人民广场站,021-63280602,10:00-22:00,4,58,中午和晚餐时段需等位,豫园
Lailai小笼包,,上海小吃,生煎包,上海市黄浦区天津路504号,121.4773,31.2362,地铁1/2/8号线人民广场站,021-63280602,10:00-22:00,4,58,中午和晚餐时段需等位,豫园
Lailai小笼包,,上海小吃,虾仁小笼,上海市黄浦区天津路504号,121.4773,31.2362,地铁1/2/8号线人民广场站,021-63280602,10:00-22:00,4,58,中午和晚餐时段需等位,豫园
Lailai小笼包,,上海小吃,蟹粉小笼,上海市黄浦区天津路504号,121.4773,31.2362,地铁1/2/8号线人民广场站,021-63280602,10:00-22:00,4,58,中午和晚餐时段需等位,豫园
Lailai小笼包,,上海小吃,鲜肉小笼,上海市黄浦区天津路504号,121.4773,31.2362,地铁1/2/8号线人民广场站,021-63280602,10:00-22:00,4,58,中午和晚餐时段需等位,豫园
东泰祥生煎馒头馆,,上海小吃,小馄饨汤,上海市黄浦区重庆北路188号,121.4703,31.2262,地铁1/2/8号线人民广场站,021-63278888,10:00-20:00,4,18,中午和傍晚需排队,豫园
东泰祥生煎馒头馆,,上海小吃,生煎馒头,上海市黄浦区重庆北路188号,121.4703,31.2262,地铁1/2/8号线人民广场站,021-63278888,10:00-20:00,4,18,中午和傍晚需排队,豫园
东泰祥生煎馒头馆,,上海小吃,蟹粉生煎,上海市黄浦区重庆北路188号,121.4703,31.2262,地铁1/2/8号线人民广场站,021-63278888,10:00-20:00,4,18,中午和傍晚需排队,豫园
东泰祥生煎馒头馆,,上海小吃,鲜肉生煎,上海市黄浦区重庆北路188号,121.4703,31.2262,地铁1/2/8号线人民广场站,021-63278888,10:00-20:00,4,18,中午和傍晚需排队,豫园
东泰祥生煎馒头馆,,上海小吃,鸡汤面,上海市黄浦区重庆北路188号,121.4703,31.2262,地铁1/2/8号线人民广场站,021-63278888,10:00-20:00,4,18,中午和傍晚需排队,豫园
小杨生煎,,上海小吃,咖喱牛肉汤,上海市黄浦区黄河路97号,121.4705,31.2346,地铁1/2/8号线人民广场站,021-53751793,10:00-22:00,4,15,高峰期需排队20-30分钟,豫园
小杨生煎,,上海小吃,生煎包,上海市黄浦区黄河路97号,121.4705,31.2346,地铁1/2/8号线人民广场站,021-53751793,10:00-22:00,4,15,高峰期需排队20-30分钟,豫园
小杨生煎,,上海小吃,虾仁生煎,上海市黄浦区黄河路97号,121.4705,31.2346,地铁1/2/8号线人民广场站,021-53751793,10:00-22:00,4,15,高峰期需排队20-30分钟,豫园
小杨生煎,,上海小吃,蟹粉生煎,上海市黄浦区黄河路97号,121.4705,31.2346,地铁1/2/8号线人民广场站,021-53751793,10:00-22:00,4,15,高峰期需排队20-30分钟,豫园
小杨生煎,,上海小吃,豉汁猪骨汤,上海市黄浦区黄河路97号,121.4705,31.2346,地铁1/2/8号线人民广场站,021-53751793,10:00-22:00,4,15,高峰期需排队20-30分钟,豫园
小杨生煎,,上海小吃,鱼丸汤,上海市黄浦区黄河路97号,121.4705,31.2346,地铁1/2/8号线人民广场站,021-53751793,10:00-22:00,4,15,高峰期需排队20-30分钟,豫园
小杨生煎,,上海小吃,鲜肉生煎,上海市黄浦区黄河路97号,121.4705,31.2346,地铁1/2/8号线人民广场站,021-53751793,10:00-22:00,4,15,高峰期需排队20-30分钟,豫园
湖滨美食餐厅,,上海菜/老字号,八宝鸭,上海市豫园路59号（老城隍庙豫园路59号），四牌楼，黄浦区,121.4913,31.2266,地铁10号线豫园站,021 6320 3677,周一至周日全天营业,4,80,"中等排队,景观位置热门",豫园
湖滨美食餐厅,,上海菜/老字号,熏鱼,上海市豫园路59号（老城隍庙豫园路59号），四牌楼，黄浦区,121.4913,31.2266,地铁10号线豫园站,021 6320 3677,周一至周日全天营业,4,80,"中等排队,景观位置热门",豫园
湖滨美食餐厅,,上海菜/老字号,瓦罐汤,上海市豫园路59号（老城隍庙豫园路59号），四牌楼，黄浦区,121.4913,31.2266,地铁10号线豫园站,021 6320 3677,周一至周日全天营业,4,80,"中等排队,景观位置热门",豫园
湖滨美食餐厅,,上海菜/老字号,糖醋排骨,上海市豫园路59号（老城隍庙豫园路59号），四牌楼，黄浦区,121.4913,31.2266,地铁10号线豫园站,021 6320 3677,周一至周日全天营业,4,80,"中等排队,景观位置热门",豫园
湖滨美食餐厅,,上海菜/老字号,红烧鳗鱼,上海市豫园路59号（老城隍庙豫园路59号），四牌楼，黄浦区,121.4913,31.2266,地铁10号线豫园站,021 6320 3677,周一至周日全天营业,4,80,"中等排队,景观位置热门",豫园
湖滨美食餐厅,,上海菜/老字号,蔗浆馄饨,上海市豫园路59号（老城隍庙豫园路59号），四牌楼，黄浦区,121.4913,31.2266,地铁10号线豫园站,021 6320 3677,周一至周日全天营业,4,80,"中等排队,景观位置热门",豫园
湖滨美食餐厅,,上海菜/老字号,虾春卷,上海市豫园路59号（老城隍庙豫园路59号），四牌楼，黄浦区,121.4913,31.2266,地铁10号线豫园站,021 6320 3677,周一至周日全天营业,4,80,"中等排队,景观位置热门",豫园
